code,current,name,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,disciplines,events,birth_place,birth_country,residence_place,residence_country,occupation,lang,age,medal_date,medal_type,medal_code,discipline,event,event_type,is_medallist,medallist_binary,in_team
1567359,True,DEFAY Johanne,Female,Athlete,FRA,France,France,France,France,FRA,['Surfing'],['Women'],LE PUY-EN-VELAY,France,REUNION,France,Athlete,"English, French",30,2024-08-05,Bronze Medal,3.0,Surfing,Women,HATH,True,1,False
1567360,True,FIERRO Vahine,Female,Athlete,FRA,France,France,France,France,FRA,['Surfing'],['Women'],"RAIATEA, TAHITI",France,FARE,France,Athlete,"English, French, Tahitian",24,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1567361,True,VAAST Kauli,Male,Athlete,FRA,France,France,France,France,FRA,['Surfing'],['Men'],"VAIRAO, TAHITI",France,"TEAHUPO'O, TAHITI",France,Athlete,"English, French",22,2024-08-05,Gold Medal,1.0,Surfing,Men,HATH,True,1,False
1567362,True,DURU Joan,Male,Athlete,FRA,France,France,France,France,FRA,['Surfing'],['Men'],BAYONNE,France,ONDRES,France,Athlete,French,35,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1567378,True,TRAORE Boubacar,Male,Athlete,MLI,Mali,Mali,Mali,Mali,MLI,['Football'],['Men'],BAMAKO,Mali,unspecified,Great Britain,Athlete,"English, French",22,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1567396,True,KHOJAZODA Behruzi,Male,Athlete,TJK,Tajikistan,Tajikistan,Tajikistan,Tajikistan,TJK,['Judo'],['Men -73 kg'],VARZOB,Tajikistan,VARZOB,Tajikistan,Athlete,"Persian, Russian",29,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1567466,True,PARCHMENT Hansle,Male,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,['Athletics'],"[""Men's 110m Hurdles""]",SAINT THOMAS,Jamaica,KINGSTON,Jamaica,Athlete,English,34,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1567483,True,SEVILLE Oblique,Male,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,['Athletics'],"[""Men's 100m"", ""Men's 4 x 100m Relay""]",ST. THOMAS,Jamaica,KINGSTON,Jamaica,Athlete,English,23,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1567512,True,RAKHIMOV Temur,Male,Athlete,TJK,Tajikistan,Tajikistan,Tajikistan,Tajikistan,TJK,['Judo'],['Men +100 kg'],RUDAKI,Tajikistan,RUDAKI,Tajikistan,Tourism,"English, Russian, Tajik, Uzbek",27,2024-08-02,Bronze Medal,3.0,Judo,Men +100 kg,HATH,True,1,False
1567649,True,BRATHWAITE Rikkoi,Male,Athlete,IVB,"Virgin Islands, B","Virgin Islands, British",Great Britain,Great Britain,GBR,['Athletics'],"[""Men's 100m""]",ROAD TOWN,"Virgin Islands, B","ORLANDO, FL",United States,Athlete,English,25,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1567765,True,McMASTER Kyron,Male,Athlete,IVB,"Virgin Islands, B","Virgin Islands, British",Great Britain,Great Britain,GBR,['Athletics'],"[""Men's 400m Hurdles""]",ROAD TOWN,"Virgin Islands, B","GREENVILLE, SC",United States,Athlete,English,27,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1567976,True,DABONNE Zouleiha Abzetta,Female,Athlete,CIV,Côte d'Ivoire,Côte d'Ivoire,Côte d'Ivoire,Côte d'Ivoire,CIV,['Judo'],['Women -57 kg'],ABOBO,Côte d'Ivoire,CHATEAU GONTIER,France,Athlete,French,31,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1568048,True,HONGTEN,Male,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,['Breaking'],['B-Boys'],SEOUL,Korea,unspecified,unspecified,Athlete,Korean,39,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1568054,True,OGUNSANYA Christianah Tolulope,Female,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,['Wrestling'],"[""Women's Freestyle 53kg""]",unspecified,unspecified,unspecified,unspecified,Athlete,English,22,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1568060,True,OBORUDUDU Blessing,Female,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,['Wrestling'],"[""Women's Freestyle 68kg""]",unspecified,Nigeria,YENAGOA,Nigeria,Athlete,English,35,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1568065,True,RUEBEN Hannah Amuchechi,Female,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,['Wrestling'],"[""Women's Freestyle 76kg""]",UGHELLI,Nigeria,unspecified,unspecified,Athlete,English,30,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1568088,True,ADEKUOROYE Odunayo Folasade,Female,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,['Wrestling'],"[""Women's Freestyle 57kg""]",AKURE,Nigeria,unspecified,unspecified,"Athlete, coach",English,30,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1568099,True,KOLAWOLE Esther Omolayo,Female,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,['Wrestling'],"[""Women's Freestyle 62kg""]",unspecified,unspecified,unspecified,unspecified,Athlete,English,22,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1568137,True,ADAM Ibadulla,Male,Athlete,MDV,Maldives,Maldives,Maldives,Maldives,MDV,['Athletics'],"[""Men's 100m""]",THINADHOO,Maldives,SPANISH TOWN,Jamaica,Athlete,"Dhivehi, English",22,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1568156,True,MUTUWA Ashton Adeyemi,Male,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,['Wrestling'],"[""Men's Freestyle 125kg""]",unspecified,unspecified,"CEDAR LAKE, IN",United States,"Athlete, cyber analyst",English,26,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1568157,True,SURMENELI Busenaz,Female,Athlete,TUR,Türkiye,Türkiye,Türkiye,Türkiye,TUR,['Boxing'],"[""Women's 66kg""]",BURSA,Türkiye,TRABZON,Türkiye,Athlete,Turkish,26,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1568162,True,ARICAN Ferhat,Male,Athlete,TUR,Türkiye,Türkiye,Türkiye,Türkiye,TUR,['Artistic Gymnastics'],"['Men', ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",KONAK,Türkiye,IZMIR,Türkiye,Athlete,"English, Turkish",30,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1568163,True,COLAK Ibrahim,Male,Athlete,TUR,Türkiye,Türkiye,Türkiye,Türkiye,TUR,['Artistic Gymnastics'],"['Men', ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",IZMIR,Türkiye,BORNOVA,Türkiye,Athlete,"English, Turkish",29,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1568167,True,ONDER Ahmet,Male,Athlete,TUR,Türkiye,Türkiye,Türkiye,Türkiye,TUR,['Artistic Gymnastics'],"['Men', ""Men's All-Around"", ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",ODEMIS,Türkiye,IZMIR,Türkiye,Athlete,"Bulgarian, English, German, Turkish",28,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1568169,True,ASIL Adem,Male,Athlete,TUR,Türkiye,Türkiye,Türkiye,Türkiye,TUR,['Artistic Gymnastics'],"['Men', ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",ALEXANDRIA,Egypt,IZMIR,Türkiye,Athlete,"Arabic, English, Turkish",25,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1568171,True,NGUYEN Thuy Linh,Female,Athlete,VIE,Vietnam,Vietnam,Vietnam,Vietnam,VIE,['Badminton'],"[""Women's Singles""]",PHU THO,Vietnam,HANOI,Vietnam,Athlete,Vietnamese,26,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1568178,True,DODANLI Emre,Male,Athlete,TUR,Türkiye,Türkiye,Türkiye,Türkiye,TUR,['Artistic Gymnastics'],"['Men', ""Men's All-Around"", ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",EMINONU,Türkiye,"NORMAN, OK",United States,"Athlete, student","English, Turkish",21,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1568182,True,CAKIROGLU Buse Naz,Female,Athlete,TUR,Türkiye,Türkiye,Türkiye,Türkiye,TUR,['Boxing'],"[""Women's 50kg""]",TRABZON,Türkiye,unspecified,Türkiye,"Athlete, PE teacher","English, Turkish",28,2024-08-09,Silver Medal,2.0,Boxing,Women's 50kg,HATH,True,1,False
1568186,True,AKBAS Hatice,Female,Athlete,TUR,Türkiye,Türkiye,Türkiye,Türkiye,TUR,['Boxing'],"[""Women's 54kg""]",ANKARA,Türkiye,MALATYA,Türkiye,Athlete,"English, Turkish",23,2024-08-08,Silver Medal,2.0,Boxing,Women's 54kg,HATH,True,1,False
1568189,True,OZER Gizem,Female,Athlete,TUR,Türkiye,Türkiye,Türkiye,Türkiye,TUR,['Boxing'],"[""Women's 60kg""]",ELAZIG,Türkiye,unspecified,Türkiye,Athlete,Turkish,23,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1568193,True,AMINOVA Shukurjon,Female,Athlete,UZB,Uzbekistan,Uzbekistan,Uzbekistan,Uzbekistan,UZB,['Judo'],"['Women -57 kg', 'Mixed Team']",KHOREZM REGION,Uzbekistan,TASHKENT,Uzbekistan,Athlete,Uzbek,21,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1568194,True,GUMUS Samet,Male,Athlete,TUR,Türkiye,Türkiye,Türkiye,Türkiye,TUR,['Boxing'],"[""Men's 51kg""]",KOCAELI,Türkiye,ISTANBUL,Türkiye,Athlete,Turkish,23,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1568204,True,YILDIZ KAHRAMAN Esra,Female,Athlete,TUR,Türkiye,Türkiye,Türkiye,Türkiye,TUR,['Boxing'],"[""Women's 57kg""]",NEVSEHIR,Türkiye,BALIKESIR,Türkiye,"Athlete, PE teacher","English, Turkish",27,2024-08-07,Bronze Medal,3.0,Boxing,Women's 57kg,HATH,True,1,False
1568211,True,AYKUTSUN Kaan,Male,Athlete,TUR,Türkiye,Türkiye,Türkiye,Türkiye,TUR,['Boxing'],"[""Men's 80kg""]",unspecified,Türkiye,ANKARA,Türkiye,Athlete,Turkish,22,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1568220,True,MATNIYAZOVA Gulnoza,Female,Athlete,UZB,Uzbekistan,Uzbekistan,Uzbekistan,Uzbekistan,UZB,['Judo'],"['Women -70 kg', 'Mixed Team']","KHORAZM REGION KHOZARASIP, PICHOKCHI",Uzbekistan,TASHKENT,Uzbekistan,Athlete,"English, Russian, Uzbek",29,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1568224,True,KURBANBAEVA Iriskhon,Female,Athlete,UZB,Uzbekistan,Uzbekistan,Uzbekistan,Uzbekistan,UZB,['Judo'],"['Women -78 kg', 'Mixed Team']",KHOREZM REGION,Uzbekistan,TASHKENT,Uzbekistan,Athlete,"Russian, Uzbek",22,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1568239,True,ADOLF Balazs,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,['Canoe Sprint'],"[""Men's Canoe Single 1000m"", ""Men's Canoe Double 500m""]",BUDAPEST,Hungary,unspecified,unspecified,Athlete,"English, Hungarian",24,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1568241,True,ZHUMANAZAROVA Meerim,Female,Athlete,KGZ,Kyrgyzstan,Kyrgyzstan,Kyrgyzstan,Kyrgyzstan,KGZ,['Wrestling'],"[""Women's Freestyle 68kg""]",BISHKEK,Kyrgyzstan,BISHKEK,Kyrgyzstan,Athlete,Russian,24,2024-08-06,Silver Medal,2.0,Wrestling,Women's Freestyle 68kg,HATH,True,1,False
1568270,True,VO Thi My Tien,Female,Athlete,VIE,Vietnam,Vietnam,Vietnam,Vietnam,VIE,['Swimming'],"[""Women's 200m Individual Medley""]","TAN LAP, TAN THANH",Vietnam,LONG AN PROVINCE,Vietnam,Athlete,Vietnamese,18,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1568288,True,NGUYEN Thi Huong,Female,Athlete,VIE,Vietnam,Vietnam,Vietnam,Vietnam,VIE,['Canoe Sprint'],"[""Women's Canoe Single 200m""]",VINH PHUC,Vietnam,unspecified,unspecified,"Athlete, student",Vietnamese,22,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1568289,True,LAZOVIC Dejan,Male,Athlete,MNE,Montenegro,Montenegro,Montenegro,Montenegro,MNE,['Water Polo'],['Men'],BUDVA,Montenegro,unspecified,unspecified,Athlete,Montenegrin,34,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1568294,True,MATKOVIC Dusan,Male,Athlete,MNE,Montenegro,Montenegro,Montenegro,Montenegro,MNE,['Water Polo'],['Men'],KOTOR,Montenegro,unspecified,unspecified,Athlete,"English, Montenegrin",25,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1568298,True,MRSIC Marko,Male,Athlete,MNE,Montenegro,Montenegro,Montenegro,Montenegro,MNE,['Water Polo'],['Men'],unspecified,unspecified,unspecified,unspecified,"Athlete, student",Montenegrin,21,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1568319,True,PERKOVIC Miroslav,Male,Athlete,MNE,Montenegro,Montenegro,Montenegro,Montenegro,MNE,['Water Polo'],['Men'],unspecified,unspecified,unspecified,unspecified,Athlete,"English, Montenegrin",23,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1568328,True,POPADIC Vlado,Male,Athlete,MNE,Montenegro,Montenegro,Montenegro,Montenegro,MNE,['Water Polo'],['Men'],unspecified,unspecified,unspecified,unspecified,Athlete,Montenegrin,28,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1568334,True,PANSTKHAVA Noe,Male,Athlete,GEO,Georgia,Georgia,Georgia,Georgia,GEO,['Swimming'],"[""Men's 100m Backstroke""]",unspecified,unspecified,unspecified,unspecified,Athlete,Georgian,18,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1568342,True,RADOVIC Vasilije,Male,Athlete,MNE,Montenegro,Montenegro,Montenegro,Montenegro,MNE,['Water Polo'],['Men'],unspecified,unspecified,unspecified,unspecified,Athlete,Montenegrin,21,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1568348,True,SPAIC Vladan,Male,Athlete,MNE,Montenegro,Montenegro,Montenegro,Montenegro,MNE,['Water Polo'],['Men'],CETINJE,Montenegro,unspecified,unspecified,Athlete,"English, Italian, Serbian",27,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1568350,True,CSIPES Tamara,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m"", ""Women's Kayak Four 500m""]",BUDAPEST,Hungary,unspecified,unspecified,Athlete,"English, Hungarian",34,2024-08-10,Silver Medal,2.0,Canoe Sprint,Women's Kayak Single 500m,ATH,True,1,True
1568350,True,CSIPES Tamara,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m"", ""Women's Kayak Four 500m""]",BUDAPEST,Hungary,unspecified,unspecified,Athlete,"English, Hungarian",34,2024-08-08,Bronze Medal,3.0,Canoe Sprint,Women's Kayak Four 500m,TEAM,True,1,True
1568350,True,CSIPES Tamara,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m"", ""Women's Kayak Four 500m""]",BUDAPEST,Hungary,unspecified,unspecified,Athlete,"English, Hungarian",34,2024-08-09,Silver Medal,2.0,Canoe Sprint,Women's Kayak Double 500m,COUP,True,1,True
1568360,True,CSIZMADIA Kolos Attila,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,['Canoe Sprint'],"[""Men's Kayak Four 500m""]",BUDAPEST,Hungary,BUDAPEST,Hungary,"Army, athlete","English, Hungarian",28,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1568362,True,PHAM Thi Hue,Female,Athlete,VIE,Vietnam,Vietnam,Vietnam,Vietnam,VIE,['Rowing'],"[""Women's Single Sculls""]",unspecified,unspecified,QUANG BINH,Vietnam,Athlete,Vietnamese,34,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1568378,True,TESANOVIC Petar,Male,Athlete,MNE,Montenegro,Montenegro,Montenegro,Montenegro,MNE,['Water Polo'],['Men'],KOTOR,Montenegro,unspecified,unspecified,Athlete,"English, Montenegrin",25,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1568403,True,LLAVADOR Carlos,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Fencing'],"[""Men's Foil Individual""]",MADRID,Spain,FRASCATI,Italy,Athlete,"English, Spanish",32,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1568406,True,MARTIN-PORTUGUES Lucia,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,['Fencing'],"[""Women's Sabre Individual""]",VILLANUEVA DE LA CAADA,Spain,MADRID,Spain,"Athlete, student",Spanish,33,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1568430,True,NIZHARADZE Ana,Female,Athlete,GEO,Georgia,Georgia,Georgia,Georgia,GEO,['Swimming'],"[""Women's 100m Butterfly""]",unspecified,unspecified,unspecified,unspecified,Athlete,unspecified,15,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1568434,True,VUJOVIC Jovan,Male,Athlete,MNE,Montenegro,Montenegro,Montenegro,Montenegro,MNE,['Water Polo'],['Men'],unspecified,unspecified,unspecified,unspecified,Athlete,Montenegrin,21,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1568446,True,MACIC Aljosa,Male,Athlete,MNE,Montenegro,Montenegro,Montenegro,Montenegro,MNE,['Water Polo'],['Men'],unspecified,unspecified,unspecified,unspecified,Athlete,"English, Montenegrin",23,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1568450,True,RADOVIC Duro,Male,Athlete,MNE,Montenegro,Montenegro,Montenegro,Montenegro,MNE,['Water Polo'],['Men'],KOTOR,Montenegro,unspecified,unspecified,Athlete,Montenegrin,25,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1568462,True,VIDOVIC Stefan,Male,Athlete,MNE,Montenegro,Montenegro,Montenegro,Montenegro,MNE,['Water Polo'],['Men'],KOTOR,Montenegro,unspecified,unspecified,Athlete,"English, Montenegrin, Serbian",31,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1568464,True,BENATI Lorenzo,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,['Athletics'],"[""Men's 4 x 400m Relay""]",ROME,Italy,unspecified,unspecified,"Athlete, student",Italian,22,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1568465,True,RIGALI Roberto,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,['Athletics'],"[""Men's 4 x 100m Relay""]",ESINE,Italy,unspecified,unspecified,Athlete,Italian,29,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1568468,True,SIMONELLI Lorenzo Ndele,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,['Athletics'],"[""Men's 110m Hurdles""]",DODOMA,Tanzania,ROME,Italy,Athlete,Italian,22,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1568469,True,CESTONARO Ottavia,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,['Athletics'],"[""Women's Triple Jump""]",VICENZA,Italy,VICENZA,Italy,Athlete,Italian,29,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1568472,True,PALMISANO Antonella,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,['Athletics'],"[""Women's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",MOTTOLA,Italy,ROME,Italy,Athlete,"English, Italian",32,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1568473,True,STANO Massimo,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,['Athletics'],"[""Men's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",GRUMO APPULA,Italy,ROME,Italy,"Athlete, police officer","English, Italian, Japanese (studying)",32,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1568474,True,TRAPLETTI Valentina,Female,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,['Athletics'],"[""Women's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",MAGENTA,Italy,MILAN,Italy,Athlete,"English, French, Italian",39,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1568482,True,MELON Chiara,Female,Alternate Athlete,ITA,Italy,Italy,Italy,Italy,ITA,['Athletics'],"[""Women's 4 x 100m Relay""]",unspecified,unspecified,unspecified,unspecified,Athlete,unspecified,24,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1568487,True,PETTOROSSI Diego Aldo,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,['Athletics'],"[""Men's 200m""]",unspecified,unspecified,unspecified,unspecified,Athlete,"English, Italian",27,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1568525,True,DIARRA Brahima,Male,Athlete,MLI,Mali,Mali,Mali,Mali,MLI,['Football'],['Men'],PARIS,France,unspecified,Great Britain,Athlete,"English, French",21,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1568531,True,DORIA VILARRUBLA Monica,Female,Athlete,AND,Andorra,Andorra,Andorra,Andorra,AND,['Canoe Slalom'],"[""Women's Canoe Single"", ""Women's Kayak Single"", ""Women's Kayak Cross""]",LA SEU DE URGELL,Spain,LA SEU DE URGELL,Spain,Athlete,"Catalan, English, Spanish",24,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1568534,True,DURDIC Bogdan,Male,Athlete,MNE,Montenegro,Montenegro,Montenegro,Montenegro,MNE,['Water Polo'],['Men'],unspecified,unspecified,unspecified,unspecified,Athlete,"French, Montenegrin",27,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1568595,True,VERGIAT Timothe,Male,Athlete,FRA,France,France,France,France,FRA,['3x3 Basketball'],['Men'],ROANNE,France,unspecified,unspecified,"Athlete, student",French,26,2024-08-05,Silver Medal,2.0,3x3 Basketball,Men,HTEAM,True,1,True
1568603,True,SEGUELA Franck,Male,Athlete,FRA,France,France,France,France,FRA,['3x3 Basketball'],['Men'],DIJON,France,PAU,France,Athlete,French,27,2024-08-05,Silver Medal,2.0,3x3 Basketball,Men,HTEAM,True,1,True
1568606,True,DUSSOULIER Lucas,Male,Athlete,FRA,France,France,France,France,FRA,['3x3 Basketball'],['Men'],LIBOURNE,France,unspecified,unspecified,Athlete,French,27,2024-08-05,Silver Medal,2.0,3x3 Basketball,Men,HTEAM,True,1,True
1568608,True,RAMBAUT Jules,Male,Athlete,FRA,France,France,France,France,FRA,['3x3 Basketball'],['Men'],REIMS,France,unspecified,unspecified,Athlete,French,26,2024-08-05,Silver Medal,2.0,3x3 Basketball,Men,HTEAM,True,1,True
1568636,True,DOUMBIA Cheickna,Male,Athlete,MLI,Mali,Mali,Mali,Mali,MLI,['Football'],['Men'],unspecified,Mali,unspecified,UA Emirates,Athlete,French,21,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1568655,True,SZEREMETA Julia,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,['Boxing'],"[""Women's 57kg""]",CHELM,Poland,BIENIOW,Poland,Army athlete,"English, Polish",20,2024-08-10,Silver Medal,2.0,Boxing,Women's 57kg,HATH,True,1,False
