code,current,name,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,disciplines,events,birth_place,birth_country,residence_place,residence_country,occupation,lang,age,medal_date,medal_type,medal_code,discipline,event,event_type,is_medallist,medallist_binary,in_team
1918840,True,MEECH Molly,Female,Athlete,NZL,New Zealand,New Zealand,New Zealand,New Zealand,NZL,['Sailing'],"[""Women's Skiff""]",TAURANGA,New Zealand,TAURANGA,New Zealand,"Athlete, student",English,31,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1918842,True,WALTON-KEIM Lukas,Male,Athlete,NZL,New Zealand,New Zealand,New Zealand,New Zealand,NZL,['Sailing'],"[""Men's Kite""]",unspecified,New Zealand,BAYSWATER,New Zealand,"Athlete, kitesurfing instructor",English,28,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1918845,True,TEN HAVE Veerle,Female,Athlete,NZL,New Zealand,New Zealand,New Zealand,New Zealand,NZL,['Sailing'],"[""Women's Windsurfing""]",HEEMSTEDE,Netherlands,TAURANGA,New Zealand,"Athlete, student, bar staff at her yacht club",English,23,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1918846,True,ARMIT Josh,Male,Athlete,NZL,New Zealand,New Zealand,New Zealand,New Zealand,NZL,['Sailing'],"[""Men's Windsurfing""]",TAKAPUNA,New Zealand,unspecified,New Zealand,Athlete,English,22,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1918849,True,KITCHEN Justina,Female,Athlete,NZL,New Zealand,New Zealand,New Zealand,New Zealand,NZL,['Sailing'],"[""Women's Kite""]",AUCKLAND,New Zealand,AUCKLAND,New Zealand,"Athlete, podiatrist",English,35,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1918850,True,SAUNDERS Thomas,Male,Athlete,NZL,New Zealand,New Zealand,New Zealand,New Zealand,NZL,['Sailing'],"[""Men's Dinghy""]",TAURANGA,New Zealand,TAURANGA,New Zealand,"Athlete, part-time coach, public speaker",English,32,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1918853,True,LKHAGVASUREN Sosorbaram,Female,Athlete,MGL,Mongolia,Mongolia,Mongolia,Mongolia,MGL,['Judo'],"['Women -52 kg', 'Mixed Team']",BAYANKHONGOR PROVINCE,Mongolia,ULAANBAATAR,Mongolia,Athlete,"English, Mongolian",23,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1918856,True,LIU Yang,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Artistic Gymnastics'],"['Men', ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",ANSHAN,China,BEIJING,China,Athlete,Mandarin,29,2024-08-04,Gold Medal,1.0,Artistic Gymnastics,Men's Rings,ATH,True,1,True
1918856,True,LIU Yang,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Artistic Gymnastics'],"['Men', ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",ANSHAN,China,BEIJING,China,Athlete,Mandarin,29,2024-07-29,Silver Medal,2.0,Artistic Gymnastics,Men's Team,TEAM,True,1,True
1918858,True,SU Weide,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Artistic Gymnastics'],"['Men', ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",ZIBO,China,unspecified,China,"Athlete, student",Mandarin,24,2024-07-29,Silver Medal,2.0,Artistic Gymnastics,Men's Team,TEAM,True,1,True
1918860,True,XIAO Ruoteng,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Artistic Gymnastics'],"['Men', ""Men's All-Around"", ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",BEIJING,China,BEIJING,China,Athlete,Mandarin,28,2024-07-31,Bronze Medal,3.0,Artistic Gymnastics,Men's All-Around,ATH,True,1,True
1918860,True,XIAO Ruoteng,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Artistic Gymnastics'],"['Men', ""Men's All-Around"", ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",BEIJING,China,BEIJING,China,Athlete,Mandarin,28,2024-07-29,Silver Medal,2.0,Artistic Gymnastics,Men's Team,TEAM,True,1,True
1918864,True,ZHANG Boheng,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Artistic Gymnastics'],"['Men', ""Men's All-Around"", ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",unspecified,China,unspecified,China,Athlete,Mandarin,24,2024-07-31,Silver Medal,2.0,Artistic Gymnastics,Men's All-Around,ATH,True,1,True
1918864,True,ZHANG Boheng,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Artistic Gymnastics'],"['Men', ""Men's All-Around"", ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",unspecified,China,unspecified,China,Athlete,Mandarin,24,2024-08-05,Bronze Medal,3.0,Artistic Gymnastics,Men's Horizontal Bar,ATH,True,1,True
1918864,True,ZHANG Boheng,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Artistic Gymnastics'],"['Men', ""Men's All-Around"", ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",unspecified,China,unspecified,China,Athlete,Mandarin,24,2024-07-29,Silver Medal,2.0,Artistic Gymnastics,Men's Team,TEAM,True,1,True
1918865,True,ZOU Jingyuan,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Artistic Gymnastics'],"['Men', ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",YIBIN,China,BEIJING,China,Athlete,Mandarin,26,2024-08-04,Silver Medal,2.0,Artistic Gymnastics,Men's Rings,ATH,True,1,True
1918865,True,ZOU Jingyuan,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Artistic Gymnastics'],"['Men', ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",YIBIN,China,BEIJING,China,Athlete,Mandarin,26,2024-08-05,Gold Medal,1.0,Artistic Gymnastics,Men's Parallel Bars,ATH,True,1,True
1918865,True,ZOU Jingyuan,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Artistic Gymnastics'],"['Men', ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",YIBIN,China,BEIJING,China,Athlete,Mandarin,26,2024-07-29,Silver Medal,2.0,Artistic Gymnastics,Men's Team,TEAM,True,1,True
1918870,True,LUO Huan,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Artistic Gymnastics'],"['Women', ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault"", ""Women's Team""]",XIANTIAO,China,unspecified,China,Athlete,"English, Mandarin",24,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1918871,True,OU Yushan,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault"", ""Women's Team""]",GUANGXI,China,unspecified,China,Athlete,Mandarin,20,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1918872,True,QIU Qiyuan,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault"", ""Women's Team""]",FUJIAN,China,unspecified,China,Athlete,"English, Mandarin",17,2024-08-04,Silver Medal,2.0,Artistic Gymnastics,Women's Uneven Bars,ATH,True,1,True
1918878,True,ZHANG Yihan,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Artistic Gymnastics'],"['Women', ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault"", ""Women's Team""]",HENAN,China,unspecified,China,Athlete,unspecified,16,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1918880,True,OTGONBAYAR Khuslen,Female,Athlete,MGL,Mongolia,Mongolia,Mongolia,Mongolia,MGL,['Judo'],"['Women -78 kg', 'Mixed Team']",unspecified,Mongolia,OSAKA,Japan,"Athlete, student","English, Japanese, Mongolian",19,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1918881,True,ZHOU Yaqin,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Artistic Gymnastics'],"['Women', ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault"", ""Women's Team""]",HUNAN,China,unspecified,China,Athlete,Mandarin,18,2024-08-05,Silver Medal,2.0,Artistic Gymnastics,Women's Balance Beam,ATH,True,1,True
1918912,True,LKHAGVATOGOO Enkhriilen,Female,Athlete,MGL,Mongolia,Mongolia,Mongolia,Mongolia,MGL,['Judo'],"['Women -57 kg', 'Mixed Team']","MANDAL, SELENGE",Mongolia,ULAANBAATAR,Mongolia,"Teacher, coach",Mongolian,25,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1918930,True,JAIYOO Apisit,Male,Alternate Athlete,THA,Thailand,Thailand,Thailand,Thailand,THA,['Cycling BMX Racing'],['Men'],unspecified,unspecified,unspecified,unspecified,Athlete,unspecified,20,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1918934,True,CHEN Jinfeng,Male,Alternate Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Men's 4 x 100m Relay""]",unspecified,unspecified,unspecified,unspecified,Athlete,unspecified,19,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1918936,True,DENG Zhijian,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Men's 4 x 100m Relay""]",JIANGYOU,China,unspecified,unspecified,Athlete,Mandarin,22,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1918943,True,XIE Zhenye,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Men's 100m"", ""Men's 4 x 100m Relay""]",ANJI,China,unspecified,China,Athlete,"English, Mandarin",30,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1918954,True,CHEN Jiapeng,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Men's 4 x 100m Relay""]",SIPING,China,unspecified,unspecified,Athlete,Mandarin,22,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1918961,True,WU Zhiqiang,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Men's 4 x 100m Relay""]",TONGLIAO,China,BEIJING,China,"Athlete, student",Mandarin,30,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1918962,True,YAN Haibin,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Men's 4 x 100m Relay""]",unspecified,unspecified,unspecified,China,"Athlete, student",Mandarin,21,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1918967,True,GE Manqi,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Women's 100m""]",SANMING,China,FUZHOU,China,Athlete,Mandarin,26,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1918980,True,LI Yuting,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Women's 200m""]",FUYANG,China,unspecified,China,"Athlete, student",Mandarin,22,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1918990,True,WANG Zhaozhao,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Men's 20km Race Walk""]",SHAANXI,China,XI'AN,China,Athlete,Chinese,24,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1918995,True,HE Xianghong,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],['Marathon Race Walk Relay Mixed'],unspecified,unspecified,unspecified,unspecified,Athlete,Mandarin,26,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1918996,True,ZHANG Jun,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Men's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",QUJING,China,KUNMING,China,Athlete,Mandarin,26,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1918997,True,LI Yandong,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Men's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",HEILONGJIANG,China,XI'AN,China,Athlete,Mandarin,26,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1919002,True,YANG Jiayu,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Women's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",WUHAI,China,BEIJING,China,Athlete,Mandarin,28,2024-08-01,Gold Medal,1.0,Athletics,Women's 20km Race Walk,ATH,True,1,True
1919003,True,MA Zhenxia,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Women's 20km Race Walk""]",PINGDU,China,SHANDONG,China,Athlete,Chinese,25,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1919006,True,LIU Hong,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Women's 20km Race Walk"", 'Marathon Race Walk Relay Mixed']",JIAN,China,SHENZHEN,China,"Athlete, coach","Cantonese, Mandarin",37,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1919008,True,QIEYANG Shijie,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],['Marathon Race Walk Relay Mixed'],QINGHAI,China,QINGHAI,China,"Athlete, coach","Mandarin, Tibetan",33,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1919015,True,STAIRMAND Billy,Male,Athlete,NZL,New Zealand,New Zealand,New Zealand,New Zealand,NZL,['Surfing'],['Men'],RAGLAN,New Zealand,RAGLAN,New Zealand,"Athlete, coach",English,34,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1919017,True,VETTE Saffi,Female,Athlete,NZL,New Zealand,New Zealand,New Zealand,New Zealand,NZL,['Surfing'],['Women'],GISBORNE,New Zealand,GISBORNE,New Zealand,"Athlete, surf coach",English,22,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1919024,True,LIU Junxi,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Men's 110m Hurdles""]","JINGJIANG, TAIZHOU",China,unspecified,China,Athlete,Mandarin,20,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1919026,True,QIN Weibo,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Men's 110m Hurdles""]",SHANGHAI,China,SHANGHAI,China,"Athlete, student",Mandarin,21,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1919029,True,XU Zhuoyi,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Men's 110m Hurdles""]",SHANGHAI,China,unspecified,China,Athlete,Mandarin,20,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1919037,True,XIE Zhiyu,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Men's 400m Hurdles""]",ZHOUKOU,China,BEIJING,China,Athlete,Mandarin,24,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1919051,True,LIN Yuwei,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Women's 100m Hurdles""]",YOUXI,China,unspecified,China,Athlete,Mandarin,25,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1919053,True,WU Yanni,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Women's 100m Hurdles""]",ZIGONG,China,CHENGDU,China,"Athlete, student","English, Mandarin",26,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1919057,True,MO Jiadie,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Women's 400m Hurdles""]",ZHAOQING,China,GUANGZHOU,China,"Athlete, student",Mandarin,24,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1919065,True,SONG Jiayuan,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Women's Shot Put""]",SHANGHAI,China,unspecified,China,Athlete. Secretary of the Youth League Committee of the Track and Field Sports Center of the Shanghai Competitive Sports Training Management Center,Mandarin,26,2024-08-09,Bronze Medal,3.0,Athletics,Women's Shot Put,ATH,True,1,False
1919067,True,FENG Bin,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Women's Discus Throw""]",PENGLAI,China,SHANDONG,China,Athlete,Mandarin,30,2024-08-05,Silver Medal,2.0,Athletics,Women's Discus Throw,ATH,True,1,False
1919072,True,SUN Yue,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Women's Shot Put""]",SHANDONG,China,BEIJING,China,Athlete,Mandarin,23,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1919073,True,JIANG Zhichao,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Women's Discus Throw""]",unspecified,China,SHANDONG,China,Athlete,Mandarin,19,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1919076,True,WANG Zheng,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Women's Hammer Throw""]",BAOJI,China,unspecified,China,Armed forces athlete,Mandarin,36,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1919077,True,ZHAO Jie,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Women's Hammer Throw""]","KUNSHAN, SUZHOU",China,BEIJING,China,"Athlete, student",Mandarin,21,2024-08-06,Bronze Medal,3.0,Athletics,Women's Hammer Throw,ATH,True,1,False
1919082,True,DAI Qianqian,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Women's Javelin Throw""]",ZHEJIANG,China,BEIJING,China,Athlete,Mandarin,23,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1919085,True,LYU Huihui,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Women's Javelin Throw""]",XINXIANG,China,WUHAN,China,Athlete,Mandarin,35,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1919087,True,GONG Lijiao,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Women's Shot Put""]",SHIJIAZHUANG,China,BEIJING,China,Athlete,Mandarin,35,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1919094,True,LI Jiangyan,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Women's Hammer Throw""]",JIUJIANG,China,BEIJING,China,"Athlete, student",Mandarin,25,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1919102,True,WANG Qi,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Men's Hammer Throw""]",unspecified,unspecified,unspecified,unspecified,"Athlete, student",Mandarin,23,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1919110,True,YANG Shaohui,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Men's Marathon""]","DAMODI VILLAGE, WEISHAN COUNTY",China,KUNMING,China,Athlete,Mandarin,32,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1919111,True,HE Jie,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Men's Marathon""]","LINGSHA TOWNSHIP, PINGLUO COUNTY",China,unspecified,China,Athlete,Mandarin,25,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1919117,True,WU Xiangdong,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Men's Marathon""]",HEFEI,China,HEFEI,China,Athlete,Mandarin,30,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1919120,True,ZHANG Deshun,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Women's Marathon""]",DALI,China,KUNMING,China,Athlete,Mandarin,28,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1919121,True,BAI Li,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Women's Marathon""]",CHAOYANG CITY,China,DALIAN,China,Athlete,Mandarin,28,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1919129,True,XIA Yuyu,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Women's Marathon""]",BIJIE CITY,China,unspecified,China,Athlete,Mandarin,26,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1919146,True,XU Shuangshuang,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,['Athletics'],"[""Women's 3000m Steeplechase""]",unspecified,China,SHANGHAI,China,Athlete,Mandarin,28,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,False
1919365,True,NAKAMURA Haruka,Female,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault"", ""Women's Team""]",OSAKA,Japan,OSAKA,Japan,Athlete,Japanese,16,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1919408,True,KISHI Rina,Female,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault"", ""Women's Team""]",TODA CITY,Japan,TODA CITY,Japan,"Athlete, student",Japanese,16,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1919416,True,USHIOKU Kohane,Female,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault"", ""Women's Team""]",KOMAKI,Japan,YOKOHAMA,Japan,"Athlete, student",Japanese,19,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1919473,True,OKAMURA Mana,Female,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault"", ""Women's Team""]",MIE,Japan,MIE,Japan,"Athlete, student",Japanese,19,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,not_medalist,False,0,True
1919479,True,SUGINO Takaaki,Male,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,['Artistic Gymnastics'],"['Men', ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",MIE,Japan,unspecified,Japan,Athlete,Japanese,25,2024-07-29,Gold Medal,1.0,Artistic Gymnastics,Men's Team,TEAM,True,1,True
1919480,True,OKA Shinnosuke,Male,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,['Artistic Gymnastics'],"['Men', ""Men's All-Around"", ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",OKAYAMA,Japan,KAMAKURA,Japan,Athlete,Japanese,20,2024-07-31,Gold Medal,1.0,Artistic Gymnastics,Men's All-Around,ATH,True,1,True
1919480,True,OKA Shinnosuke,Male,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,['Artistic Gymnastics'],"['Men', ""Men's All-Around"", ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",OKAYAMA,Japan,KAMAKURA,Japan,Athlete,Japanese,20,2024-08-05,Gold Medal,1.0,Artistic Gymnastics,Men's Horizontal Bar,ATH,True,1,True
1919480,True,OKA Shinnosuke,Male,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,['Artistic Gymnastics'],"['Men', ""Men's All-Around"", ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",OKAYAMA,Japan,KAMAKURA,Japan,Athlete,Japanese,20,2024-08-05,Bronze Medal,3.0,Artistic Gymnastics,Men's Parallel Bars,ATH,True,1,True
